Img_src,Title,Text
http://www.fashiongio.com/PEG/15696352755665.png,"휴고보스, 우도환 도회적인 패션 화보 공개∙∙∙ ‘절제된 카리스마’","▲사진출처: 휴고 보스(HUGO BOSS)/’W’ 남성 럭셔리 패션 브랜드 휴고 보스(HUGO BOSS)에서 배우 우도환과 함께한 화보를 공개했다.공개된 화보 속 우도환은 화이트 셔츠와 함께 우아한 테일러링이 돋보이는 그레이 톤의 더블 버튼 자켓으로 클래식한 분위기를 연출하는가 하면, 블랙 톤의 하의와 아우터에 브라운 계열의 하이넥 상의와 슈즈를 매치해 트렌디한 룩을 선보였으며, 스트라이프 모티브의 니트 웨어에 버건디 계열 하의로 톤온톤 룩으로 캐주얼한 매력도 뽐냈다.  또 다른 화보에서 그는 롱 그레이트 코트와 다양한 컬러의 더블 브레스트 버튼 자켓을 자신만의 스타일로 완벽하게 소화해내며 스텝들의 찬사를 받았다는 후문이다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15696335127226.png,"LF 마에스트로, 캐시미어 코트 사면 캐시미어 머플러가 선물로","생활문화기업 LF(대표 오규식)의 남성복 브랜드 마에스트로(MAESTRO)가 최고급 캐시미어 코트 구매 시 동일 소재 세트 머플러를 증정하는 ‘투플러스 캐시미어 코트’ 이벤트를 진행한다고 27일 밝혔다. 캐시미어는 무게가 가볍고 보온성이 뛰어난 고급 소재로 희소가치가 있어 섬유의 보물이라고도 불린다. 특히, 클래식한 매력의 캐시미어 코트는 시시각각 바뀌는 유행에도 변함없이 사랑받는 겨울철 스테디셀러로 해마다 많은 소비자들이 찾고 있는 아이템이다. 마에스트로는 본격적인 가을 시즌을 맞아 최고의 완성도를 자랑하는 캐시미어 코트를 출시함과 동시에 최근 다양한 소품으로 자신을 꾸미는 남성 소비자들의 니즈를 반영해 소비자가 30만원 상당의 캐시미어 머플러를 추가로 증정하는 이벤트를 특별 기획했다. 마에스트로가 선보이는 투플러스 캐시미어 코트는 이태리 3대 캐시미어 생산 명가로 손꼽히는 콜롬보(Colombo)사의 캐시미어 소재 100%를 사용해 고급스러움을 극대화한 것이 특징이다. 제작 과정에서도 무거운 부자재를 최소화하고 간결한 패턴을 적용해 착용감이 우수하다. 어깨 부분에는 얇은 패드를 사용하는 세심함으로 활동성을 높였다. 								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15693309581080.png,"스튜디오 톰보이, 뮤지션 서사무엘, 밴드 웨터와 함께한 화보 공개","여성복 브랜드 스튜디오 톰보이(Studio Tomboy)가 9월 말 브랜드 최초로 맨즈라인을 출시한다. 새롭게 선보이는 맨즈라인은 스튜디오 톰보이 특유의 오버사이즈 핏을 바탕으로 성별, 스타일의 경계를 넘는 ‘Gender Fluid’ 컨셉의 컨템포러리 캐주얼 스타일을 제안한다. 슬림핏이 주류를 이루는 기존 남성복 시장에서는 보기 힘들었던 스타일로 편안하면서도 세련된 디자인이 강점이며 밀레니얼 세대를 겨냥했다.맨즈라인 출시와 더불어 뮤지션 서사무엘과 밴드 웨터와의 화보도 공개했다. 독보적인 음색의 소유자 서사무엘과는 필름 카메라로 담은 담백하고 따뜻한 느낌의 화보를 선보였다. 밴드 웨터와는 4명의 멤버들의 위트 있는 모습과 스튜디오 톰보이의 남성라인 제품을 웨터만의 개성으로 스타일리시하게 소화한 화보를 선보였다.서사무엘과 밴드 웨터가 입은 아우터, 이너, 팬츠 제품은 모두 스튜디오 톰보이 맨즈라인 제품이며 9월 24일부터 신세계백화점, 롯데백화점, 현대백화점 등 주요 백화점 남성매장 팝업스토어와 공식 온라인스토어 S.I.빌리지 및 스튜디오 톰보이 주요점의 숍인숍 형태로 선보일 예정이다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15693297104148.png,"세정 웰메이드, 시니어 모델 ‘김칠두’와 함께 한 ‘칠두잇’ 유튜브 콘텐츠 인기","패션그룹 세정이 전개하는 라이프스타일 패션 편집숍 웰메이드(WELLMADE)가 대세 시니어 모델 김칠두씨와 함께 한 유튜브 영상 ‘칠두잇’을 공개해 화제를 모으고 있다.웰메이드X김칠두 유튜브 영상 ‘칠두잇’은 김칠두씨의 일상을 담은 브이로그 형식의 유튜브 영상 콘텐츠로 총 5개의 에피소드로 구성된다. 지난 10일 공개된 ‘칠두잇’ 영상 1화는 ‘FLEX DAY’를 즐기는 ‘탕진잼’ 컨셉으로 바버샵, 카페 거리 그리고 웰메이드 매장에서 탕진 소비에 몰두하는 김칠두씨의 모습이 그려졌다. 19일 공개된 두 번째 에피소드 영상 ‘김칠두의 언박싱’은 1화에서 구입한 제품들에 대한 언박싱 리뷰가 그려졌다. 인디안 45주년을 맞아 새롭게 선보이는 블랙라벨 라인 소개부터 김칠두씨만의 감각적인 스타일링 팁까지 유익한 정보가 담겨있다. 유튜브 크리에이터로 변신한 김칠두씨의 ‘칠두잇’ 영상은 오는 11월까지 순차적으로 공개될 예정이다. 								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15693290061213.png,"데이비드 맥기니스, 가을 냄새 물씬 풍기는 수트 화보로 독보적 카리스마 발산","데이비드 맥기니스가 가을 분위기를 물씬 풍기는 스타일을 선보였다. 배우 데이비드 맥기니스는 CJ ENM 오쇼핑부문 프랑스 정통 클래식 맨즈웨어 브랜드와 함께한 화보를 공개했다. <이미지 출처: 다니엘 크레뮤>화보 속 데이비드 맥기니스는 비즈니스룩의 정석을 보여주고 있다. 포멀한 수트에 클래식한 트렌치코트를 매치해 올가을 비즈니스룩은 물론 라이프 웨어로도 손색없는 감각적인 룩을 제안하고 있다. 여기에 데이비드 맥기니스 특유의 강렬한 눈빛이 더해져 독보적 카리스마를 발산하고 있어 시선을 고정시켰다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15692001654182.png,"맨온더분, 럭셔리 상품 강화, 이탈리아 남성복 '일레븐티' 판매","신세계인터내셔날의 자체 남성 편집숍 맨온더분(MAN ON THE BOON)은 이달 이탈리아 남성 컨템포러리 브랜드 일레븐티(Eleventy) 판매를 시작했다.2006년 론칭한 ‘일레븐티’는 모든 제품을 이탈리아에서 생산하는 남성 럭셔리 브랜드로 이탈리아에서 가장 주목 받는 패션 브랜드 중 하나다. 젊고 캐주얼한 스타일로 전 세계 남성 고객들의 마음을 사로잡고 있다.맨온더분은 최근 남성들이 자신을 가꾸는데 과감히 지출하는 소비 트렌드를 보이고 있어 일레븐티 수입에 나섰다. 맨온더분은 일레븐티 제품 중에서도 국내 남성 고객들의 취향을 저격한 상품들을 수입해 판매한다.캐시미어 니트 스웨터는 감각적인 프린트와 패턴이 특징적이다. ‘11ty’ 브랜드 로고가 수놓아진 크루넥 니트 스웨터부터 각기 다른 색상의 컬러블록, 잔잔한 도트 패턴이 멋스러운 목 폴라 스웨터를 판매한다.캐주얼 재킷부터 사파리 점퍼, 후드 베스트, 무스탕까지 외투도 다양하게 구비했다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15689747255499.png,"럭셔리 비즈니스 캐주얼의 결정판 ‘스카발’, 19 AW 컬렉션 공개","럭셔리한 영국식 테일러링을 선보이는 브랜드인 ‘스카발’이 19 AW 컬렉션을 공개했다. 이번 컬렉션은 영국 교외 지역과 도시 풍경에서 영향을 받아 두 가지 대조적인 룩을 선보인다.스카발은 올 가을-겨울 차분한 그레이, 블루 컬러 베이스 수트로 출근길 가장 심플하면서도 럭셔리한 분위기를 연출할 수 있는 오피스룩 스타일을 제안한다. 수트에 사용된 갤럭시, 헤로익 원단은 슈퍼 100수 순수 울로 제작되어 은은한 컬러감을 자랑하며 여기에 핀 스트라이프, 체크 무늬 등 세련된 패턴이 더해져 비즈니스용 수트 뿐만 아니라 웨딩 수트와 예복 원단으로도 사랑 받고 있다. 스카발은 남성들의 여유 있는 주말 스타일도 함께 소개한다. 밀리터리 야전 상의에서 영감 받은 재킷은 어깨에 가죽 소재 그리고 벨트, 포켓을 더해 스타일과 편안함을 살렸다. 또한, 잉글랜드 요크셔 공장에서 제조한 순도 100% 울 패브릭 트렌치코트를 수트와 함께 매치해 스마트한 컨트리 캐주얼 룩을 선보였다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15688738083839.png,"바버(Barbour),컨템포러리 라인 화이트 라벨 (White Label) 컬렉션 출시","영국 브리티시 헤리티지 브랜드 바버(Barbour)에서 모던 컨템포러리 라인 화이트 라벨(White Label) 콜렉션을 선보인다. 기존 바버의 클래식한 디자인을 슬림한 핏과 미니멀한 디테일로 변형하여 젊고 스타일리쉬한 분위기를 내는 것이 특징이다.SL 비데일 캐주얼(SL Bedale Casual)은 바버의 대표 아이템인 비데일(Bedale) 재킷을 가벼운 소재와 슬림한 실루엣으로 변형하여, 아시아인에게 최적화된 핏의 아이템이다. 또한, 루즈한 핏과 미니멀한 디자인의 럭비 팬츠(Rugby Pant)는 트윌과 코듀로이 두 가지 소재로 전개되어 취향에 따라 선택할 수 있다. 과감한 레드, 블루, 그린 색상의 타인데일 크루(Tynedale Crew)와 매치하여 세련된 스타일링을 연출할 수 있다.이번 컬렉션은 런던을 베이스로 글로벌하게 활동 중인 패션 일러스트레이터 미스터 슬로우보이(Mr. Slowboy)의 귀여운 일러스트를 통해 소개되어, 화이트 라벨로만 구성된 풀 스타일링을 참고할 수 있는 재미를 더했다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15688493065671.png,"유니버셜 웍스(Universal Works),울 플리스 가디건 출시","남성 컨템포러리 브리티시 브랜드 유니버셜 웍스(Universal Works)에서 편안하면서 스타일리쉬하게 입을 수 있는 울 플리스 가디건을 선보인다.19AW 시즌에는 편안하고 쉽게 스타일링 할 수 있는 루즈한 실루엣과 따뜻한 소재의 아이템이 출시된다. 특히 울 플리스 가디건(Wool Fleece Cardigan)은 베이직한 그레이, 네이비 컬러에 신규 올리브, 오렌지 컬러가 추가되었다. 체크 울 플리스 가디건(Check Wool Fleece Cardigan)은 과감한 체크 패턴과 레드, 그린, 블루 컬러로 포인트를 줄 수 있는 아이템이다. 가을에는 단독 아우터로, 겨울에는 레이어링 아이템으로 활용할 수 있어 오랜 기간 착용이 가능하여 실용적이다.심플한 에브리데이 셔츠(Everyday Shirt)나 트윌 밀리터리 치노(Twill Military Chino) 팬츠와 함께 매치한다면 손쉽게 근사한 가을 데일리룩을 완성할 수 있다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15688145186620.png,"던힐(dunhill), 김재욱과 함께한 AW 2019 시즌 화보 공개","영국 럭셔리 남성복 브랜드 던힐에서 배우 김재욱과 함께한 화보를 공개했다.김재욱은 유니크한 디자인의 포플린 카라 셔츠와 실키한 소재의 블랙 팬츠를 매치해 포멀한 룩을 선보였으며, 울 소재의 초크 스트라이프 패턴의 하프랩 자켓과 트랙팬츠를 셋업으로 착장하여 우아한 무드의 화보를 완성했다.그는 또 다른 화보에서 도회적인 스타일의 단정한 수트와 오버코트를 착용하였으며, 목가적인 스타일의 월넛 대쉬 셔츠와 레더 팬츠를 착용해 이중성을 중점으로 한 던힐의 AW 2019 컬렉션을 자신만의 절제된 카리스마와 섹시함으로 완벽하게 소화해내며, 파리 패션쇼 현장에서 선보인 모델 핏과 견주어도 손색없는 핏을 선보였다.   컨트리 하우스에서 애시드 하우스까지, 영국 의류 문화의 이중성은 이번 시즌 던힐 컬렉션이 가장 중요하게 내세우는 부분으로 전통과 전복, 들판과 도로 등 시골의 삶과 도시의 거리의 새로운 형식을 찾아 고전주의와 볼륨의 요소를 더했다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
